Common Name,Vocation,Combined Vocations,TimeBirth,TimeDeath,Birth-Death Text,Abstract,City Text,County text,Personal Website,PSU Catalog Link - HTML,Expanded Biography,PIC_URL,Latitude,Longitude,Photo Credit,Alt Text,City | County | Bio Link,PSU Link | Personal Website
Erika Alexander,Entertainment,Entertainment,11/19/1989,1/1/2050,Born: 11/19/1969,"<p><strong>Photo Credit: </strong>Chris Jackson. ""<a href=""https://upload.wikimedia.org/wikipedia/commons/2/2e/Erika_Alexander.jpg"">Erika Alexander at Comic-Con 2012.</a>"" 12 Jul 2012. Photograph. Licensed under <a href=""https://creativecommons.org/licenses/by-sa/2.0"">CC BY-SA 2.0</a>. Cropped to 4x3. Source: Wikimedia Commons. </p>","Philadelphia, PA",Philadelphia,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Alexander,+Erika"" target=""_blank"">PSU Catalog Link</a>",,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Alexander__Erika.jpg,40.038791,-75.145369,Photo Credit: Chris Jackson. Erika Alexander at Comic-Con 2012. 12 Jul 2012. Photograph. Licensed under CC BY-SA 2.0. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/2/2e/Erika_Alexander.jpg.,,"Philadelphia, PA | Philadelphia","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Alexander,+Erika"" target=""_blank"">PSU Catalog Link</a>"
Sadie Tanner Mossell Alexander,Law & Politics,Law & Politics,01/02/1918,11/1/1989,1/2/1898 - 11/1/1989,"<p><strong>Photo Credit: </strong>""<a href=""https://upload.wikimedia.org/wikipedia/commons/d/d8/Sadalex2.jpg"">Sadie Tanner Mossell Alexander, Ph.D. graduation, University of Pennsylvania.</a>"" 1 Jun 1921. Photograph. Licensed under <a href=""https://creativecommons.org/publicdomain/mark/1.0/deed.en"">Public Domain</a>. Cropped to 4x3. Source: Wikimedia Commons. </p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Alexander,+Sadie+Tanner+Mossell,+1898-1989"" target=""_blank"">PSU Catalog Link</a>",,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Alexander__Sadie.jpg,40.044087,-75.196191,"Photo Credit: Sadie Tanner Mossell Alexander, Ph.D. graduation, University of Pennsylvania. 1 Jun 1921. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/d/d8/Sadalex2.jpg.",,"Philadelphia, PA | Philadelphia County","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Alexander,+Sadie+Tanner+Mossell,+1898-1989"" target=""_blank"">PSU Catalog Link</a>"
Daniel E. Alleger,Education,Education,10/18/1922,1/25/2001,10/18/1902 - 1/25/2001,"<p>Economics scholar Daniel E. Alleger was born in Monroe County in 1903. He was educated primarily at Pennsylvania State University, with some coursework completed at Syracuse University. After a number of jobs in the private sector, Alleger became a Professor of Economic Development at the University of Florida, where he remained until retirement. Alleger died in 2001.</p>","East Stroudsburg, PA",Monroe County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Alleger%2C+Daniel+E."" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Alleger__Daniel"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Alleger__Daniel.jpg,41.002827,-75.183229,"Photo Credit: A Community Case Study of a Rural Resort Community, Barrett Township, Monroe County, Pennsylvania, 1941: A Thesis. Book Cover. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Forgotten Books. Source: Online Resource. Source: https://images-na.ssl-images-amazon.com/images/I/51JyauJVcCL._SX346_BO1,204,203,200_.jpg.",,"East Stroudsburg, PA | Monroe County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Alleger__Daniel"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Alleger%2C+Daniel+E."" target=""_blank"">PSU Catalog Link</a>"
Richard Allen,Religion,Religion,02/14/1780,3/26/1831,2/14/1760 - 3/26/1831,"<p>Born in Philadelphia, Pennsylvania, in 1760, Richard Allen became an influential religious leader. While a slave on a Delaware farm, Allen was converted to Methodism. After buying his freedom, Allen traveled through several states, preaching his religion. Finally settling in Philadelphia, Allen began preaching at St. George's Methodist Church. Upon being discriminated against by the Church, Allen separated and formed his own congregation. In 1816, Allen became one of the founders of the African Methodist Episcopal Church. Allen was also an influential author, writing such works as the preface to <em>The Doctrine and Discipline of the African Methodist Episcopal Church </em>and a defense of the black community during the yellow fever epidemic: <em>A Narrative of the Proceedings of the Black People, During the Late Awful Calamity in Philadelphia in the Year 1793 and A Refutation of Some Censures Thrown upon them in some late Publications</em>. Reverend Allen died in 1831.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Allen%2C+Richard%2C+1760-1831"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Allen__Richard"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Allen__Richard.jpg,39.94316,-75.15204,"Photo Credit: C.M. Bell. Richard Allen, founder of A.M.E. Church. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Online Resource.  Library of Congress: C.M. Bell Studio Collection.Source: http://hdl.loc.gov/loc.pnp/bellcm.24994.",,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Allen__Richard"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Allen%2C+Richard%2C+1760-1831"" target=""_blank"">PSU Catalog Link</a>"
Hervey Allen,Literary,Literary | Military,12/08/1909,12/28/1949,12/8/1889 - 12/28/1949,"<p>Hervey Allen was born on December 8, 1889, in Pittsburgh. He spent his childhood in the city, then left to enroll in the United States Naval Academy. He was discharged and returned to Pittsburgh due to an injury. Allen then studied at the University of Pittsburgh and served in the Pennsylvanian National Guard, where he saw service on the Mexican border and in France during World War I. During his service, he wrote poetry and eventually published a novel, Anthony Adverse. Allen continued writing until he passed away in Coconut Grove, Florida in 1949. Anthony Adverse is credited with renewing public interest in the historical fiction genre.</p>","Pittsburgh, PA",Allegheny County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Allen%2C+Hervey%2C+1889-1949"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Allen__Hervey"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Allen__Hervey.jpg,40.45308,-79.922093,Photo Credit: Photograph of Hervey Allen. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://images.gr-assets.com/authors/1500219272p5/311048.jpg.,,"Pittsburgh, PA | Allegheny County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Allen__Hervey"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Allen%2C+Hervey%2C+1889-1949"" target=""_blank"">PSU Catalog Link</a>"
Queen Alliquippa,Literary,Literary,01/01/1700,12/23/1754,ca. 1680 - 12/23/1754,"<p><strong>Photo Credit: </strong>John Rogers. ""<a href=""https://upload.wikimedia.org/wikipedia/commons/b/b9/Alliquippa.jpg"">Washington and Gist visit Queen Aliquippa.</a>"" ca. 1856. Print. Licensed under <a href=""https://creativecommons.org/publicdomain/mark/1.0/deed.en"">Public Domain</a>. Cropped to 4x3. Source: New York, Virtue, Yorston & Co. Source: Wikimedia Commons. </p>","McKeesport, PA",Allegheny County,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Alliquippa.jpg,40.359992,-79.833316,"Photo Credit: John Rogers. Washington and Gist visit Queen Aliquippa. ca. 1856. Print. Licensed under Public Domain. Cropped to 4x3. Source: New York, Virtue, Yorston & Co. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/b/b9/Alliquippa.jpg.",,"McKeesport, PA | Allegheny County",
Gloria Allred,Activism,Activism,07/03/1961,1/1/2050,Born: 7/3/1941,"<p><strong>Photo Credit: </strong>Luke Harold. ""<a href=""https://upload.wikimedia.org/wikipedia/commons/8/8b/Women%27s_March_LA_2019_%2846806113091%29.jpg"">Gloria Allred speaking at the third annual Women's March LA at Pershing Square in downtown on Jan. 19, 2019.</a>"" 19 Jan 2019. Photograph. Licensed under <a href=""https://creativecommons.org/publicdomain/mark/1.0/deed.en"">Public Domain</a>. Cropped to 4x3. Source: Wikimedia Commons. </p>","Philadelphia, PA",Philadelphia County,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Allred__Gloria.jpg,40.038569,-75.146614,"Photo Credit: Luke Harold. Gloria Allred speaking at the third annual Women's March LA at Pershing Square in downtown on Jan. 19, 2019. 19 Jan 2019. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/8/8b/Women%27s_March_LA_2019_%2846806113091%29.jpg.",,"Philadelphia, PA | Philadelphia County",
Margaret Almon,Literary,Literary,07/29/1987,1/1/2050,Born: 7/29/1967,"<p>Born in Albuquerque, New Mexico, in 1967, Margaret Almon eventually moved to the United States, where she earned an MFA from University of Oregon in 1992. She has published poems in several literary journals, including <em>Hayden's Poetry Review</em> and <em>The Calyx Anthology</em> <em>Present Tense: Writing and Art by Young Women</em>. She is the recipient of the 1997 National Education Association Grant and winner of the 1997 Sara Henderson Hay Prize for her poem ""Crucifixus."" Almon was the second Poet Laureate (2000) to be named in Montgomery County, Pennsylvania, and her work has been noted for its grasp on the feminist tradition. At the time of this writing, she also creates mosaics with her husband for their fine glass business, <a href=""https://nutmegdesignsart.com/"" target=""_blank"">Nutmeg</a>.</p>","Lansdale, PA",Montgomery County,https://www.margaretalmon.com/,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Almon%2C+Margaret"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Almon__Margaret"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Almon__Margaret.jpg,40.242272,-75.287136,"Photo Credit: Photograph of Margaret Almon. Photograph. Licensed under Fair Use. Cropped to 4x3, Removed Wayne Stratz from photo. Source: Online Resource. Source: https://nutmegdesignsart.com/wp-content/uploads/2018/05/171210_NutmegDesigns-101-Nutmeg-rectangle.jpeg.",,"Lansdale, PA | Montgomery County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Almon__Margaret"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Almon%2C+Margaret"" target=""_blank"">PSU Catalog Link</a> | <a href=""https://www.margaretalmon.com/"" target=""_blank"">Personal Website</a>"
Mary Johnson Ambler,Medicine,Medicine,01/01/1825,01/01/1868,1805 - 1868,"<p><strong>Photo Credit: </strong>""<a href=""https://upload.wikimedia.org/wikipedia/commons/1/11/Mary_Johnson_Ambler_1805-1868.jpg"">Portrait of Mary Johnson Ambler 1805-1868.</a>"" before 1868. Photograph. Licensed under <a href=""https://creativecommons.org/publicdomain/mark/1.0/deed.en"">Public Domain</a>. Cropped to 4x3, Filled background. Source: Wikimedia Commons. </p>","Ambler, PA",Montgomery County,,,,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Ambler__Mary.jpg,40.152745,-75.224397,"Photo Credit: Portrait of Mary Johnson Ambler 1805-1868. before 1868. Photograph. Licensed under Public Domain. Cropped to 4x3, Filled background. Source: Wikimedia Commons. Source: https://upload.wikimedia.org/wikipedia/commons/1/11/Mary_Johnson_Ambler_1805-1868.jpg.",,"Ambler, PA | Montgomery County",
Marian Anderson,Entertainment,Entertainment,02/27/1917,4/8/1993,2/27/1897 - 4/8/1993,"<p>Born in South Philadelphia on February 27, 1897, Marian Anderson was an opera singer known for breaking though racial barriers. She performed at various venues over the course of her life, including Carnegie Hall, Constitution Hall, the Lincoln Memorial, and President Kennedy's inauguration. She also served as a goodwill ambassador to the United Nations, won a Grammy for lifetime achievement, and wrote an autobiography <em>My Lord, What a Morning </em>(1956)which was also turned into a play. She passed away in Portland, Oregon on April 8, 1993, from congestive heart failure.</p>","Philadelphia, PA",Philadelphia County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Marian%2C+1897-1993"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Marian"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Anderson__Marian.jpg,39.94312,-75.1745,"Photo Credit: Carl Van Vechten. Portrait of Marian Anderson. 14 Jan 1940. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Online Resource. Library of Congress, Prints and Photographs Division, Van Vechten Collection.Source: https://lccn.loc.gov/2004662515.",,"Philadelphia, PA | Philadelphia County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Marian"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Marian%2C+1897-1993"" target=""_blank"">PSU Catalog Link</a>"
Poul Anderson,Literary,Literary,11/25/1946,7/31/2001,11/25/1926 - 7/31/2001,"<p>Prolific science fiction author Poul Anderson was born in Bristol, Pennsylvania, on November 25, 1926. He began his writing career with the story ""Tomorrow's Children"" in 1947 and continued writing at a tremendous pace, completing over 80 novels. Anderson received every major award the science fiction genre had to offer before his death in 2001.</p>","Bristol, PA",Bucks County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Poul%2C+1926-2001"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Poul_William"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Anderson__Poul_William.jpg,40.101138,-74.851527,"Photo Credit: Centro Studi La Runa. Poul Anderson (Bristol, November 25, 1926 - Orinda, July 31, 2001). Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. Source: https://i1.wp.com/www.centrostudilaruna.it/wp-content/uploads/poul-anderson.jpg?resize=300%2C225.",,"Bristol, PA | Bucks County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Poul_William"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Poul%2C+1926-2001"" target=""_blank"">PSU Catalog Link</a>"
Laurie Halse Anderson,Literary,Literary,10/23/1981,1/1/2050,Born: 10/23/1961,"<p>Laurie Halse Anderson was born on October 23, 1961, in Potsdam, New York. She earned her AA from Onondaga County Community College and BS in Languages and Linguistics from Georgetown University. Soon after, she started a family and a career with <em>The Philadelphia Inquirer </em>and as a freelance reporter with other periodicals. Anderson began publishing her own work in 1996, with her first picture book, <em>Ndito Runs</em>. She went on to publish more picture books, including <em>The Hair of Zoe Fleefenbacher Goes to School</em> (2009), and several works for children and young adult readers, including acclaimed books <em>Speak</em> (1999), <em>Fever 1793</em> (2000), and <em>Chains</em> (2008). Anderson has been recognized with multiple honors and awards, including a Scott O'Dell Award for Historical Fiction, an ALAN Award, and bestseller lists.</p>","Maple Glen, PA",Montgomery County,https://madwomanintheforest.com/,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Laurie+Halse"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Laurie_Halse"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Anderson__Laurie_Halse.jpg,40.179275,-75.180452,Photo Credit: ALA The American Library Association. Laurie Halse Anderson. 9 May 2006. Photograph. Licensed under CC BY-SA 2.0. Cropped to 4x3. Source: Flickr. Source: https://www.flickr.com/photos/ala_members/4626397129/in/photolist-nqD7sM-83PuFK-nqDd3z-nmQ93q-nmPZe3-jdmm68-jdp7B1-6bUKjR-noRiye-noSCAk-nqCChi-6bYV7Q-W3qB2x-noA7Ze-noSBeT-nqD8eX-nmQ4KN-6A292v-6bUNKr-nqD3kZ-21Ei1jd-6bYWeN-noAgzR-noAabj-nmPYaQ-noAjva-nqD3Ue-nmQ6ZN-nqD72g-noURKb-nmQ1Am-nmPYMS-NyvR93-GLvb5g-21H5Zqz-2e3Gy9k-N6GM7v-M8Ym7J-23rerXt-23res2B-9z2tTH.,,"Maple Glen, PA | Montgomery County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Laurie_Halse"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Laurie+Halse"" target=""_blank"">PSU Catalog Link</a> | <a href=""https://madwomanintheforest.com/"" target=""_blank"">Personal Website</a>"
Maxwell Anderson,Literary,Literary,12/15/1908,2/28/1959,12/15/1888 - 2/28/1959,"<p>Maxwell Anderson was born in Atlantic, Pennsylvania, in 1888. After receiving his master's degree from Stanford, he worked as a columnist, English teacher, and a poet before publishing his first play in 1923. A notable historian and dramatist, Anderson won the Pulitzer Prize for <em>Both Your Houses </em>in 1933, as well as the New York Drama Critics Circle Award for <em>Winterset</em> in 1935. Together with fellow playwrights, Anderson founded the Playwrights' Producing Company, which produced many of his plays (including <em>Knickerbocker Holiday</em> [1938], <em>Joan of Lorrain</em> [1946], and <em>Bad Seed</em> [1954]) and earned him great success. Anderson died in Stamford, Connecticut in 1959.</p>","Atlantic, PA",Crawford County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Maxwell%2C+1888-1959"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Maxwell"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Anderson__Maxwell.jpg,41.504776,-80.338955,"Photo Credit: Encyclopædia Britannica. Anderson, Maxwell. Photograph. Licensed under Fair Use. Cropped to 4x3, Filled background. Source: Online Resource. Source: https://cdn.britannica.com/17/76217-050-B42BFF4C.jpg.",,"Atlantic, PA | Crawford County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anderson__Maxwell"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anderson%2C+Maxwell%2C+1888-1959"" target=""_blank"">PSU Catalog Link</a>"
Mario Andretti,Athletics,Athletics,02/28/1960,1/1/2050,Born: 2/28/1940,"<p>Motorsports Hall of Famer Mario Andretti was born in Montona, Italian Istria in 1940. His family migrated to America in 1955, settling in Nazareth, Pennsylvania. Andretti began racing in the United States Auto Club championship series in 1964 and won the Indy Car championship in 1965, 1966, and 1969. From 1970 to 1974 Andretti raced in the Indy Car, Grand Prix, Formula 5000, and Can-Am circuits. In 1978, Andretti won the Grand Prix championship. He returned to Indy Car in 1981, winning his final championship in 1984. Over his career, Andretti authored books, including <em>What's It Like Out There?</em> (1970) and his autobiography, <em>Andretti </em>(1994).</p>","Nazareth, PA",Northampton County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Andretti%2C+Mario%2C+1940-"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Andretti__Mario"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Andretti__Mario.jpg,40.740631,-75.311936,"Photo Credit: Jonathan Mauer. Mario Andretti signing autographs at the Indianapolis 500 race event. 26 May 2017. Photograph. Licensed under CC BY-SA 4.0. Cropped to 4x3. Source: Wikimedia Commons. Indianapolis, Indiana.Source: https://upload.wikimedia.org/wikipedia/commons/4/42/Mario_Andretti_may_26_2017_Indianapolis_500_usa.jpg.",,"Nazareth, PA | Northampton County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Andretti__Mario"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Andretti%2C+Mario%2C+1940-"" target=""_blank"">PSU Catalog Link</a>"
Kurt Angle,Athletics,Athletics,12/09/1988,1/1/2050,Born: 12/9/1968,"<p>Kurt Angle was born on December 9, 1968, in Mt. Lebanon, Pennsylvania. After becoming the 1987 Pennsylvania State wrestling champion in his senior year of high school, Angle continued his success at Clarion University of Pennsylvania, where he won National titles in 1990 and 1992. Angle would then go on to win the 1995 World Championships. Finally, Angle capped his amateur wrestling career by winning the gold medal in the 1996 Olympics. Since then, Kurt Angle has become an international star in sports entertainment. He has performed for WWE and TNA, becoming the ""World Champion"" for both organizations.</p>","Mount Lebanon, PA",Allegheny County,,,"<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Angle__Kurt"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Angle__Kurt.jpg,40.375239,-80.051783,Photo Credit: Kristin Fitzsimmons. WWE wrestler Kurt Angle. 21 Aug 2004. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Washington D.C..Source: https://upload.wikimedia.org/wikipedia/commons/b/b1/Pe082305a4_hr.jpg.,,"Mount Lebanon, PA | Allegheny County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Angle__Kurt"" target=""_blank"">Expanded Biography</a>",
Walter Annenberg,Business,Business,03/13/1928,10/1/2002,3/13/1908 - 10/1/2002,"<p>Born in Wisconsin on March 13, 1908, Walter Annenberg was a successful publisher, editor, and broadcaster who owned a variety of companies. He founded<em>Seventeen</em>and<em>TV Guide</em>, and sold his company, Triangle Publications located in Philadelphia, Pennsylvania for the largest amount, at that time, ever received for a publishing company. He was a renowned philanthropist, said to have given away as much, if not more, money than any other individual in the United States. He founded an Annenberg School of Communication at both the University of Pennsylvania and at the University of Southern California. In 1989, he also established the Annenberg Foundation as a philanthropic organization devoted to education. He died on October 1, 2002, at his home in Wynnewood, Pennsylvania.</p>","Wynnewood, PA",Montgomery County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Annenberg%2C+Walter+H.%2C+1908-2002"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Annenberg__Walter"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Annenberg__Walter.jpg,40.014848,-75.282448,"Photo Credit: President Reagan, Nancy Reagan, Leonore Annenberg and Walter Annenberg attend a private dinner at Bistro Garden restaurant in Beverly Hills California. 26 Aug 2007. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Wikimedia Commons. Ronald Reagan Presidential Library.Source: https://upload.wikimedia.org/wikipedia/commons/b/b9/Walter_Annenberg_crop.jpg.",,"Wynnewood, PA | Montgomery County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Annenberg__Walter"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Annenberg%2C+Walter+H.%2C+1908-2002"" target=""_blank"">PSU Catalog Link</a>"
Lucy Elmina Anthony,Activism,Activism,10/24/1879,7/4/1944,10/24/1859 - 07/4/1944,"<p><strong>Photo Credit: </strong>Bain News Service. ""<a href=""https://cdn.loc.gov/service/pnp/ggbain/07500/07590v.jpg"">Lucy E. Anthony.</a>"" ca. 1900. Photograph. Licensed under <a href=""https://creativecommons.org/publicdomain/mark/1.0/deed.en"">Public Domain</a>. Cropped to 4x3. Source: Library of Congress. Source: Online Resource. </p>","Media, PA",Delaware County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anthony,+Lucy+Elmina"" target=""_blank"">PSU Catalog Link</a>",,https://pabook.libraries.psu.edu/sites/default/files/biosimages/Anthony__Lucy.jpg,39.905122,-75.392388,Photo Credit: Bain News Service. Lucy E. Anthony. ca. 1900. Photograph. Licensed under Public Domain. Cropped to 4x3. Source: Library of Congress. Source: Online Resource. Source: https://cdn.loc.gov/service/pnp/ggbain/07500/07590v.jpg.,,"Media, PA | Delaware County","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anthony,+Lucy+Elmina"" target=""_blank"">PSU Catalog Link</a>"
Susan B. Anthony II,Activism,Activism,07/26/1936,7/8/1991,7/26/1916 - 7/8/1991,"<p>Susan Brownell Anthony II was born in Easton in 1916. The namesake of pioneering reformer Susan B. Anthony, Anthony II continued the family tradition, working for women's rights, temperance causes, and justice. Anthony II died in 1991 in Florida.</p>","Easton, PA",Northampton County,,"<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anthony%2C+Susan+B.+(Susan+Brownell)%2C+1916-1991"" target=""_blank"">PSU Catalog Link</a>","<a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anthony__Susan_Brownell"" target=""_blank"">Expanded Biography</a>",https://pabook.libraries.psu.edu/sites/default/files/biosimages/Anthony__Susan_Brownell_II.jpg,40.691804,-75.205704,"Photo Credit: Jo Freeman. Susan B. Anthony II, grandneice of the Suffrage leader. ca. 1977. Photograph. Licensed under Fair Use. Cropped to 4x3. Source: Online Resource. The National Women's Conference in Houston.Source: https://www.jofreeman.com/photos/IWY/Houston-BW13.jpg.",,"Easton, PA | Northampton County | <a href=""https://pabook.libraries.psu.edu/literary-cultural-heritage-map-pa/bios/Anthony__Susan_Brownell"" target=""_blank"">Expanded Biography</a>","<a href=""https://catalog.libraries.psu.edu/?f[all_authors_facet][]=Anthony%2C+Susan+B.+(Susan+Brownell)%2C+1916-1991"" target=""_blank"">PSU Catalog Link</a>"
